transaction_id,customer_id,transaction_type,device_type,location,merchant_category,hour_of_day,transaction_amount,account_balance_before,balance_after_transaction,transactions_last_24h,is_international,is_anomaly
101036,1770,cash_in,mobile,Bangalore,grocery,1,4090.97,61649.78,57558.81,4,0,0
101037,1436,cash_in,web,Chennai,electronics,21,4658.61,60769.84,56111.229999999996,8,0,0
101038,1022,transfer,mobile,Delhi,travel,1,8202.69,26550.39,18347.699999999997,2,0,0
101039,1996,purchase,web,Bangalore,grocery,2,7467.71,48278.45,40810.74,4,0,0
101040,1564,cash_in,ATM,Chennai,fashion,23,3165.01,49756.44,46591.43,9,0,0
101041,1676,cash_in,web,Delhi,grocery,7,4380.86,46184.61,41803.75,5,0,0
101042,1713,payment,ATM,Delhi,electronics,10,7757.73,53111.87,45354.14,6,0,0
101043,1457,cash_in,mobile,Chennai,fashion,11,3878.74,18390.53,14511.789999999999,10,0,0
101044,1082,payment,web,Mumbai,fashion,3,5426.47,51921.29,46494.82,9,0,0
101045,1144,purchase,POS,Chennai,grocery,8,3485.14,45450.27,41965.13,9,0,0
101046,1084,purchase,POS,Bangalore,electronics,23,5098.1,18259.38,13161.28,7,0,0
101047,1077,purchase,mobile,Bangalore,fashion,16,5209.22,56336.34,51127.119999999995,11,0,0
101048,1456,cash_out,web,Delhi,travel,23,4127.7,32282.06,28154.36,2,0,0
101049,1877,purchase,POS,Chennai,travel,15,7664.77,44292.18,36627.41,7,0,0
101050,1000,cash_in,ATM,Delhi,utility,16,2839.23,46184.01,43344.78,9,0,0
101051,1050,transfer,web,Mumbai,utility,14,5288.35,22307.16,17018.809999999998,2,0,0
101052,1684,payment,web,Bangalore,electronics,19,9458.75,23984.76,14526.009999999998,7,0,0
101053,1716,cash_out,POS,Hyderabad,fashion,21,5778.25,58180.63,52402.38,7,0,0
101054,1771,purchase,ATM,Hyderabad,travel,6,3008.7,40942.73,37934.030000000006,3,0,0
101055,1445,purchase,ATM,Chennai,travel,9,5868.79,44106.4,38237.61,6,0,0
101056,1448,transfer,ATM,Chennai,electronics,3,11080.07,51092.62,40012.55,8,1,1
101057,1880,transfer,web,Hyderabad,fashion,23,5098.07,23626.76,18528.69,10,0,0
101058,1487,cash_out,mobile,Chennai,electronics,23,6984.05,43884.42,36900.369999999995,8,0,0
101059,1799,payment,web,Bangalore,grocery,13,5012.96,48340.71,43327.75,3,0,0
101060,1033,purchase,web,Mumbai,travel,13,5688.63,76468.03,70779.4,6,0,0
101061,1347,cash_out,POS,Mumbai,electronics,13,4804.36,36195.63,31391.269999999997,2,0,0
101062,1094,cash_in,mobile,Delhi,electronics,13,2454.89,61833.19,59378.3,2,0,0
101063,1071,cash_in,ATM,Bangalore,grocery,21,5934.89,49973.08,44038.19,8,0,0
101064,1550,cash_out,POS,Chennai,utility,19,1942.46,32966.15,31023.690000000002,11,0,0
101065,1153,purchase,web,Chennai,travel,17,4218.9,40505.88,36286.979999999996,10,1,0
101066,1249,cash_out,mobile,Delhi,electronics,14,9779.25,62993.97,53214.72,5,0,0
101067,1673,purchase,ATM,Delhi,travel,22,4820.09,61654.93,56834.84,5,0,0
101068,1437,transfer,ATM,Chennai,utility,18,2691.9,42195.81,39503.909999999996,11,0,0
101069,1117,cash_out,web,Chennai,electronics,12,5602.21,55155.87,49553.66,4,0,0
101070,1770,purchase,ATM,Bangalore,grocery,11,3616.04,34444.78,30828.739999999998,11,0,0
101071,1890,cash_out,ATM,Delhi,travel,18,5271.53,47351.63,42080.1,10,0,0
101072,1305,cash_out,mobile,Bangalore,grocery,18,2058.63,43556.1,41497.47,4,0,0
101073,1267,purchase,POS,Chennai,utility,19,6949.19,63976.66,57027.47,8,0,0
101074,1960,purchase,mobile,Hyderabad,utility,1,5311.6,56942.64,51631.04,3,0,0
101075,1053,payment,POS,Hyderabad,travel,20,2495.25,39858.99,37363.74,11,0,0
101076,1235,cash_out,POS,Chennai,utility,2,5899.31,41352.6,35453.29,3,0,0
101077,1388,cash_in,POS,Delhi,fashion,9,9837.94,49564.25,39726.31,8,0,0
101078,1989,cash_out,ATM,Hyderabad,travel,4,3010.31,47580.7,44570.39,3,0,0
101079,1733,cash_out,mobile,Delhi,fashion,11,6894.07,45807.15,38913.08,2,0,0
101080,1762,purchase,ATM,Hyderabad,utility,6,6044.84,44720.68,38675.84,11,0,0
101081,1824,cash_out,web,Delhi,travel,8,6008.25,70687.8,64679.55,5,0,0
101082,1400,cash_out,mobile,Delhi,fashion,1,7250.65,43221.2,35970.549999999996,11,0,0
101083,1623,cash_in,POS,Delhi,utility,9,4307.5,54499.72,50192.22,3,1,0
101084,1766,purchase,ATM,Bangalore,electronics,5,5380.84,86340.03,80959.19,6,1,0
101085,1302,cash_out,ATM,Delhi,electronics,11,5245.65,37302.67,32057.019999999997,11,1,0
101086,1918,transfer,mobile,Bangalore,grocery,5,2860.67,52890.76,50030.090000000004,7,0,0
101087,1206,payment,mobile,Bangalore,electronics,2,6146.99,53666.97,47519.98,3,0,0
101088,1228,cash_in,POS,Chennai,fashion,9,4093.9,49833.54,45739.64,9,0,0
101089,1852,cash_out,POS,Bangalore,electronics,8,9575.55,50616.6,41041.05,10,0,0
101090,1909,transfer,web,Mumbai,travel,19,3730.35,36815.23,33084.880000000005,1,0,0
101091,1577,cash_out,POS,Bangalore,travel,4,1699.23,55382.67,53683.439999999995,7,0,0
101092,1074,cash_out,ATM,Delhi,travel,2,7801.04,22441.47,14640.43,4,1,0
101093,1434,purchase,web,Bangalore,electronics,4,3139.38,76967.56,73828.18,7,0,0
101094,1102,purchase,web,Delhi,electronics,7,1966.77,75695.59,73728.81999999999,9,0,0
101095,1421,purchase,web,Delhi,grocery,7,5968.82,45061.52,39092.7,9,0,0
101096,1703,transfer,mobile,Mumbai,utility,13,8331.24,65776.28,57445.04,1,0,0
101097,1763,cash_out,POS,Bangalore,grocery,23,6843.37,45599.46,38756.09,10,0,0
101098,1737,payment,web,Bangalore,fashion,21,3570.63,50147.15,46576.520000000004,4,0,0
101099,1805,cash_in,mobile,Hyderabad,travel,16,5321.4,39785.97,34464.57,7,1,0
101100,1305,purchase,mobile,Hyderabad,electronics,10,4281.57,62296.58,58015.01,10,0,0
101101,1097,purchase,web,Chennai,utility,15,9152.14,41280.67,32128.53,6,0,0
101102,1849,cash_out,web,Delhi,utility,5,3906.73,61777.32,57870.59,9,1,0
101103,1797,cash_out,ATM,Mumbai,electronics,10,5247.5,49369.34,44121.84,7,0,0
101104,1334,transfer,web,Hyderabad,grocery,9,5423.12,49741.31,44318.189999999995,3,0,0
101105,1858,transfer,ATM,Delhi,utility,22,2099.46,27630.17,25530.71,7,0,0
101106,1434,purchase,web,Chennai,grocery,8,4517.71,50897.78,46380.07,10,0,0
101107,1446,cash_out,web,Mumbai,electronics,23,4558.5,32812.38,28253.879999999997,5,0,0
101108,1993,payment,POS,Bangalore,grocery,23,8442.09,50923.92,42481.83,2,0,0
101109,1307,cash_in,web,Bangalore,travel,14,5487.85,79096.52,73608.67,10,0,0
101110,1248,cash_out,web,Delhi,electronics,6,4054.19,29156.7,25102.510000000002,3,0,0
101111,1165,cash_out,ATM,Delhi,electronics,17,4637.2,47796.42,43159.22,6,0,0
101112,1480,transfer,ATM,Hyderabad,utility,0,4832.6,40467.53,35634.93,6,0,0
101113,1983,cash_in,POS,Hyderabad,utility,14,4902.72,34395.23,29492.510000000002,7,0,0
101114,1334,purchase,web,Bangalore,utility,1,7318.57,38131.38,30812.809999999998,6,0,0
101115,1541,cash_out,web,Bangalore,travel,21,7446.77,72062.34,64615.56999999999,9,0,0
101116,1758,purchase,ATM,Hyderabad,travel,1,2523.24,76047.29,73524.04999999999,5,0,0
101117,1105,cash_out,mobile,Hyderabad,fashion,9,7669.9,34304.83,26634.93,5,0,0
101118,1562,purchase,mobile,Bangalore,electronics,19,6878.37,56013.64,49135.27,8,0,0
101119,1080,cash_in,mobile,Mumbai,utility,14,4868.19,36215.1,31346.91,8,0,0
101120,1132,transfer,ATM,Bangalore,electronics,9,1315.09,39825.14,38510.05,1,0,0
101121,1796,cash_in,ATM,Mumbai,grocery,18,5531.61,19261.52,13729.91,3,0,0
101122,1899,payment,mobile,Mumbai,travel,21,4115.14,81977.43,77862.29,6,0,0
101123,1137,transfer,mobile,Bangalore,fashion,12,6387.21,66474.78,60087.57,6,0,0
101124,1183,cash_in,web,Chennai,grocery,23,6616.51,40224.73,33608.22,1,1,0
101125,1400,payment,ATM,Hyderabad,electronics,10,8297.69,54272.59,45974.899999999994,2,0,0
101126,1329,cash_out,ATM,Delhi,travel,21,2347.03,44000.28,41653.25,10,0,0
101127,1784,cash_out,mobile,Bangalore,utility,1,10345.92,64189.28,53843.36,7,1,1
101128,1507,purchase,mobile,Mumbai,grocery,20,7238.22,44881.16,37642.94,1,0,0
101129,1851,transfer,POS,Bangalore,travel,12,6785.63,47078.38,40292.75,10,0,0
101130,1983,cash_out,ATM,Hyderabad,electronics,21,9791.02,40069.2,30278.179999999997,5,0,0
101131,1068,transfer,POS,Mumbai,electronics,21,5794.59,59058.4,53263.81,1,1,0
101132,1545,cash_out,web,Delhi,grocery,20,7584.12,83139.93,75555.81,6,0,0
101133,1773,purchase,POS,Delhi,grocery,0,5424.43,45736.11,40311.68,7,0,0
101134,1052,cash_in,mobile,Delhi,grocery,4,7102.05,45564.05,38462.0,8,0,0
101135,1449,purchase,ATM,Chennai,fashion,20,7904.02,49622.89,41718.869999999995,3,0,0
101136,1204,payment,ATM,Mumbai,utility,21,7647.32,53903.13,46255.81,3,0,0
101137,1125,cash_out,POS,Mumbai,travel,6,1220.04,45515.34,44295.299999999996,11,0,0
101138,1746,payment,POS,Chennai,electronics,12,3965.46,44116.08,40150.62,1,0,0
101139,1042,payment,web,Mumbai,electronics,12,7929.51,51237.86,43308.35,3,0,0
101140,1751,transfer,web,Chennai,utility,19,6245.34,23733.97,17488.63,5,0,0
101141,1970,cash_out,mobile,Bangalore,grocery,22,4876.43,41788.99,36912.56,6,0,0
101142,1882,payment,mobile,Hyderabad,grocery,20,6269.13,19985.1,13715.969999999998,3,0,0
101143,1110,cash_in,mobile,Delhi,electronics,5,2240.76,42609.92,40369.159999999996,4,0,0
101144,1760,payment,POS,Chennai,utility,19,6966.2,35776.1,28809.899999999998,5,0,0
101145,1662,cash_in,POS,Chennai,electronics,11,5928.65,59404.72,53476.07,5,0,0
101146,1182,transfer,ATM,Chennai,grocery,7,5213.12,38971.78,33758.659999999996,9,0,0
101147,1847,payment,mobile,Bangalore,travel,8,4552.72,44517.31,39964.59,8,0,0
101148,1094,purchase,POS,Chennai,grocery,17,5577.65,17782.25,12204.6,1,1,0
101149,1970,transfer,ATM,Hyderabad,travel,10,4314.32,65335.93,61021.61,2,0,0
101150,1373,cash_in,mobile,Hyderabad,fashion,19,4190.29,33704.0,29513.71,5,0,0
101151,1911,transfer,web,Delhi,utility,10,9472.17,42759.94,33287.770000000004,3,0,0
101152,1519,payment,web,Bangalore,fashion,23,1033.68,61671.45,60637.77,7,0,0
101153,1899,cash_out,POS,Hyderabad,grocery,23,1085.08,61727.65,60642.57,11,0,0
101154,1359,cash_out,ATM,Mumbai,utility,14,6953.8,33337.87,26384.070000000003,6,0,0
101155,1899,cash_in,web,Mumbai,grocery,8,1950.66,57904.19,55953.53,2,0,0
101156,1695,cash_in,ATM,Mumbai,utility,2,100.0,32769.07,32669.07,8,0,0
101157,1280,cash_out,ATM,Chennai,utility,16,7535.67,53484.65,45948.98,5,1,0
101158,1194,cash_in,web,Chennai,grocery,16,8150.17,38236.14,30085.97,6,0,0
101159,1863,transfer,ATM,Mumbai,grocery,2,1729.91,34773.31,33043.399999999994,8,0,0
101160,1194,purchase,web,Delhi,utility,18,511.68,50528.73,50017.05,6,1,0
101161,1666,purchase,POS,Delhi,utility,8,1953.06,39147.28,37194.22,10,0,0
101162,1092,transfer,mobile,Chennai,grocery,16,3250.23,80278.7,77028.47,3,0,0
101163,1671,purchase,mobile,Mumbai,grocery,22,9784.78,40733.35,30948.57,7,0,0
101164,1945,payment,POS,Delhi,electronics,17,3925.63,32120.65,28195.02,4,0,0
101165,1060,transfer,web,Chennai,electronics,22,7079.64,36517.13,29437.489999999998,6,0,0
101166,1633,cash_in,web,Mumbai,electronics,14,6804.42,49739.29,42934.87,6,0,0
101167,1050,transfer,web,Bangalore,fashion,0,8306.05,51679.76,43373.71000000001,11,0,0
101168,1402,cash_out,web,Mumbai,utility,9,3435.05,54642.83,51207.78,5,0,0
101169,1788,cash_in,POS,Mumbai,travel,7,4974.51,63672.63,58698.119999999995,1,0,0
101170,1004,cash_out,mobile,Hyderabad,fashion,9,4452.0,24936.43,20484.43,8,0,0
101171,1465,cash_in,ATM,Hyderabad,utility,1,6344.99,64357.44,58012.450000000004,10,0,0
101172,1603,purchase,ATM,Bangalore,travel,18,8039.71,36291.45,28251.739999999998,2,0,0
101173,1681,transfer,mobile,Bangalore,electronics,13,10446.04,56024.79,45578.75,4,0,0
101174,1828,payment,POS,Mumbai,travel,7,4023.43,75816.56,71793.13,3,0,0
101175,1533,cash_in,ATM,Delhi,grocery,18,5353.45,38026.07,32672.62,6,0,0
101176,1404,cash_in,mobile,Bangalore,grocery,0,7166.79,37404.84,30238.049999999996,11,0,0
101177,1837,cash_out,POS,Mumbai,utility,15,6529.42,34635.76,28106.340000000004,1,0,0
101178,1512,purchase,ATM,Chennai,fashion,23,9287.72,44930.18,35642.46,9,0,0
101179,1644,cash_out,web,Hyderabad,electronics,14,4730.35,68980.68,64250.329999999994,5,0,0
101180,1232,cash_out,web,Delhi,utility,19,4006.41,33285.45,29279.039999999997,5,0,0
101181,1523,purchase,POS,Mumbai,electronics,23,8440.74,42593.7,34152.96,4,0,0
101182,1345,payment,web,Chennai,grocery,4,5757.63,64636.08,58878.450000000004,4,1,0
101183,1045,cash_out,POS,Hyderabad,fashion,2,6350.6,59359.27,53008.67,1,0,0
101184,1545,cash_out,mobile,Chennai,fashion,16,4818.29,42504.26,37685.97,9,0,0
101185,1944,cash_in,mobile,Mumbai,grocery,9,7317.74,46836.21,39518.47,9,0,0
101186,1077,purchase,ATM,Bangalore,travel,4,2837.31,63737.8,60900.490000000005,4,0,0
101187,1729,transfer,POS,Hyderabad,fashion,10,3854.32,73726.46,69872.14,10,0,0
101188,1812,payment,ATM,Chennai,travel,5,100.0,75515.19,75415.19,10,0,0
101189,1922,payment,ATM,Bangalore,electronics,3,3431.07,70697.02,67265.95,4,0,0
101190,1072,purchase,mobile,Delhi,fashion,6,7328.95,39949.1,32620.149999999998,7,1,0
101191,1793,cash_in,ATM,Mumbai,grocery,18,5116.04,77279.42,72163.38,4,0,0
101192,1248,cash_in,web,Mumbai,travel,6,2690.2,38916.85,36226.65,1,0,0
101193,1046,purchase,ATM,Hyderabad,electronics,13,8573.66,25233.04,16659.38,11,0,0
101194,1120,cash_in,POS,Chennai,electronics,16,5346.28,51685.42,46339.14,9,0,0
101195,1213,payment,web,Delhi,fashion,22,9234.38,72143.25,62908.87,2,0,0
101196,1238,payment,mobile,Hyderabad,fashion,16,7141.72,59954.37,52812.65,5,1,0
101197,1055,transfer,POS,Hyderabad,utility,12,5470.51,48894.34,43423.829999999994,4,0,0
101198,1349,purchase,mobile,Chennai,utility,0,9587.51,54370.45,44782.939999999995,8,1,0
101199,1106,cash_out,POS,Delhi,fashion,1,4063.35,57981.98,53918.630000000005,6,0,0
101200,1830,cash_out,web,Chennai,utility,17,2262.77,52213.51,49950.740000000005,7,0,0
101201,1047,transfer,POS,Mumbai,grocery,3,8998.38,45569.64,36571.26,2,0,0
101202,1572,transfer,POS,Bangalore,grocery,12,6511.33,38888.83,32377.5,4,0,0
101203,1336,cash_in,web,Mumbai,utility,0,8484.51,51684.83,43200.32,4,0,0
101204,1025,transfer,mobile,Mumbai,fashion,3,7203.41,48161.74,40958.33,2,0,0
101205,1803,transfer,mobile,Hyderabad,grocery,1,9108.69,50054.11,40945.42,10,0,0
101206,1256,cash_out,POS,Mumbai,electronics,3,3721.2,65689.92,61968.72,4,0,0
101207,1007,cash_in,POS,Delhi,fashion,15,4528.41,46285.43,41757.020000000004,9,0,0
101208,1624,transfer,mobile,Mumbai,travel,3,4502.07,46878.03,42375.96,8,0,0
101209,1866,transfer,mobile,Delhi,travel,8,4535.79,52848.66,48312.87,11,0,0
101210,1252,cash_in,ATM,Chennai,fashion,16,1082.38,89387.88,88305.5,1,0,0
101211,1691,purchase,mobile,Hyderabad,utility,20,5408.59,33621.55,28212.960000000003,8,0,0
101212,1718,cash_in,POS,Delhi,grocery,22,6977.69,66378.14,59400.45,11,0,0
101213,1302,cash_out,web,Mumbai,grocery,19,3298.7,45515.1,42216.4,9,0,0
101214,1638,purchase,mobile,Hyderabad,fashion,20,2715.83,49085.18,46369.35,8,1,0
101215,1055,payment,ATM,Hyderabad,electronics,1,4660.13,30317.54,25657.41,10,1,0
101216,1725,cash_in,ATM,Delhi,utility,2,6961.36,78206.94,71245.58,1,0,0
101217,1525,cash_out,ATM,Delhi,electronics,22,2310.77,53338.04,51027.270000000004,8,0,0
101218,1473,purchase,web,Bangalore,fashion,14,10838.19,59882.41,49044.22,5,0,0
101219,1027,cash_in,mobile,Bangalore,fashion,6,1752.14,27517.63,25765.49,9,1,0
101220,1982,transfer,mobile,Hyderabad,electronics,3,3573.23,40365.97,36792.74,9,0,0
101221,1077,cash_in,mobile,Bangalore,travel,11,7835.2,56187.15,48351.950000000004,6,1,0
101222,1215,payment,web,Mumbai,fashion,0,7418.83,47585.33,40166.5,3,1,0
101223,1385,cash_in,web,Chennai,utility,16,7199.97,56700.18,49500.21,7,0,0
101224,1364,purchase,POS,Hyderabad,electronics,3,3286.41,81542.75,78256.34,3,0,0
101225,1665,purchase,ATM,Chennai,travel,3,3760.85,57569.2,53808.35,7,0,0
101226,1525,cash_in,ATM,Bangalore,electronics,21,2858.95,43268.82,40409.87,8,0,0
101227,1698,purchase,mobile,Delhi,travel,22,4199.52,40229.59,36030.06999999999,5,0,0
101228,1311,transfer,web,Hyderabad,travel,8,5956.87,38519.81,32562.94,5,0,0
101229,1882,cash_in,web,Bangalore,utility,20,2846.82,43585.4,40738.58,4,0,0
101230,1006,transfer,mobile,Mumbai,fashion,9,629.53,44217.79,43588.26,3,0,0
101231,1002,transfer,mobile,Hyderabad,travel,18,7923.05,51783.73,43860.68,8,0,0
101232,1622,cash_out,POS,Hyderabad,fashion,18,4549.58,57924.85,53375.27,11,1,0
101233,1918,cash_in,ATM,Delhi,utility,14,6870.22,56531.81,49661.59,6,0,0
101234,1749,purchase,ATM,Hyderabad,fashion,21,4227.14,51981.68,47754.54,6,0,0
101235,1362,transfer,ATM,Delhi,grocery,16,6356.99,53017.48,46660.490000000005,2,0,0
101236,1750,cash_out,POS,Bangalore,travel,6,10815.47,88035.1,77219.63,4,0,0
101237,1507,cash_in,mobile,Mumbai,utility,2,2141.78,39163.53,37021.75,5,0,0
101238,1273,cash_in,mobile,Mumbai,electronics,4,3055.19,49447.2,46392.009999999995,11,0,0
101239,1505,payment,ATM,Hyderabad,utility,15,2748.15,23220.86,20472.71,10,0,0
101240,1805,payment,ATM,Hyderabad,travel,22,10260.45,44256.3,33995.850000000006,5,0,0
101241,1738,transfer,POS,Bangalore,utility,6,4954.81,36517.99,31563.179999999997,3,0,0
101242,1882,payment,web,Delhi,electronics,15,7218.69,39052.16,31833.470000000005,10,0,0
101243,1014,transfer,web,Mumbai,grocery,8,100.0,32213.53,32113.53,5,0,0
101244,1191,purchase,ATM,Delhi,travel,0,5936.15,29718.18,23782.03,5,0,0
101245,1984,transfer,POS,Bangalore,travel,2,4097.97,51834.64,47736.67,2,0,0
101246,1630,payment,ATM,Mumbai,utility,7,8471.52,60655.0,52183.479999999996,5,0,0
101247,1484,purchase,web,Mumbai,fashion,17,6646.9,38427.04,31780.14,3,0,0
101248,1027,payment,ATM,Chennai,fashion,23,3950.72,19583.48,15632.76,3,0,0
101249,1713,transfer,web,Bangalore,electronics,23,8949.55,51666.3,42716.75,5,0,0
101250,1038,cash_out,web,Bangalore,grocery,17,9179.07,57041.88,47862.81,9,0,0
101251,1952,cash_in,web,Delhi,grocery,23,5027.055,60105.96,51341.74,2,0,0
101252,1272,payment,mobile,Delhi,utility,18,6906.23,34680.98,27774.750000000004,9,1,0
101253,1230,transfer,mobile,Chennai,utility,6,4306.79,40911.29,36604.5,3,1,0
101254,1085,purchase,ATM,Bangalore,fashion,19,5580.19,33351.91,27771.720000000005,7,0,0
101255,1473,payment,web,Delhi,grocery,5,3958.21,38910.94,34952.73,1,0,0
101256,1125,payment,mobile,Mumbai,grocery,10,5553.26,38153.46,32600.199999999997,1,0,0
101257,1811,cash_in,ATM,Chennai,grocery,4,3513.43,42353.25,38839.82,8,1,0
101258,1536,transfer,ATM,Delhi,electronics,11,4575.8,46228.45,41652.649999999994,9,0,0
101259,1144,cash_out,ATM,Delhi,electronics,0,10358.87,51720.22,41361.35,3,1,1
101260,1524,purchase,ATM,Delhi,utility,18,5777.35,37317.15,31539.800000000003,6,0,0
101261,1211,transfer,ATM,Chennai,fashion,10,3925.32,47903.95,43978.63,3,0,0
101262,1024,purchase,POS,Mumbai,travel,14,2249.37,36397.62,34148.25,6,0,0
101263,1579,payment,web,Delhi,fashion,15,4750.48,23671.7,18921.22,7,0,0
101264,1393,cash_in,ATM,Chennai,electronics,2,6863.4,58109.17,51245.77,5,0,0
101265,1066,cash_in,POS,Bangalore,electronics,10,5341.76,40057.94,34716.18,3,1,0
101266,1232,cash_out,web,Chennai,utility,10,5027.055,24003.63,19138.54,8,0,0
101267,1108,cash_in,mobile,Chennai,travel,9,6063.92,58407.59,52343.67,5,0,0
101268,1145,payment,ATM,Chennai,grocery,1,5985.72,46237.73,40252.01,1,0,0
101269,1110,cash_out,POS,Delhi,travel,19,6763.21,56792.17,50028.96,9,0,0
101270,1227,transfer,mobile,Chennai,travel,4,6829.82,56275.47,49445.65,3,0,0
101271,1110,cash_in,POS,Bangalore,travel,22,4778.57,33584.73,28806.160000000003,2,0,0
101272,1469,cash_out,web,Delhi,utility,22,4653.51,63957.24,59303.729999999996,3,0,0
101273,1033,payment,web,Bangalore,electronics,7,5002.05,22509.41,17507.36,7,0,0
101274,1622,purchase,mobile,Hyderabad,grocery,12,6400.68,44042.51,37641.83,11,0,0
101275,1775,purchase,POS,Chennai,travel,14,7802.89,43049.26,35246.37,10,1,0
101276,1935,payment,ATM,Delhi,grocery,1,4157.82,38350.82,34193.0,8,0,0
101277,1368,payment,ATM,Delhi,travel,11,4590.68,68390.93,63800.24999999999,2,0,0
101278,1747,purchase,mobile,Chennai,electronics,23,2966.36,54518.72,51552.36,7,0,0
101279,1594,cash_out,mobile,Mumbai,grocery,7,1261.86,28878.08,27616.22,11,0,0
101280,1553,purchase,mobile,Mumbai,fashion,20,1905.42,31048.27,29142.85,5,0,0
101281,1424,payment,POS,Bangalore,electronics,18,2490.7,82313.41,79822.71,9,0,0
101282,1612,cash_in,ATM,Chennai,grocery,22,3335.58,42847.0,39511.42,7,0,0
101283,1517,transfer,ATM,Chennai,travel,0,6149.71,38059.27,31909.559999999998,1,0,0
101284,1691,cash_in,ATM,Hyderabad,travel,7,2321.65,67346.85,65025.200000000004,1,0,0
101285,1281,cash_in,mobile,Mumbai,electronics,9,5044.21,23343.38,18299.170000000002,6,0,0
101286,1319,payment,ATM,Mumbai,electronics,12,7094.6,70805.16,63710.560000000005,9,0,0
101287,1737,purchase,web,Chennai,travel,4,2925.36,38032.09,35106.729999999996,1,0,0
101288,1442,cash_out,mobile,Bangalore,grocery,21,3770.3,57723.41,53953.11,3,0,0
101289,1951,cash_in,ATM,Chennai,fashion,8,1699.85,42816.56,41116.71,5,0,0
101290,1314,purchase,POS,Bangalore,utility,9,2618.7,26384.55,23765.85,4,0,0
101291,1876,cash_out,mobile,Mumbai,electronics,13,8424.84,52677.01,44252.17,1,0,0
101292,1965,cash_in,mobile,Hyderabad,travel,23,6262.48,64216.94,57954.46000000001,10,0,0
101293,1740,cash_out,web,Delhi,grocery,10,10373.89,14773.92,4400.030000000001,4,0,0
101294,1376,purchase,POS,Mumbai,electronics,13,3157.5,32663.88,29506.38,4,0,0
101295,1288,transfer,POS,Bangalore,grocery,2,8771.06,68568.41,59797.350000000006,11,0,0
101296,1436,purchase,mobile,Chennai,electronics,20,3177.94,55964.36,52786.42,10,0,0
101297,1661,payment,mobile,Mumbai,travel,15,3747.07,56959.99,53212.92,4,0,0
101298,1276,cash_out,web,Hyderabad,grocery,19,11805.78,63963.27,52157.49,3,0,0
101299,1709,transfer,POS,Bangalore,travel,16,2912.36,57017.77,54105.409999999996,7,1,0
101300,1581,cash_out,mobile,Chennai,grocery,4,8966.67,52212.04,43245.37,1,0,0
101301,1502,cash_out,web,Delhi,electronics,6,4920.02,66742.12,61822.09999999999,2,0,0
101302,1623,cash_in,POS,Bangalore,utility,16,2307.65,44148.39,41840.74,1,0,0
101303,1515,payment,web,Chennai,utility,19,1423.25,49751.34,48328.09,4,0,0
101304,1349,cash_out,ATM,Delhi,fashion,21,5262.96,62387.83,57124.87,5,0,0
101305,1842,purchase,POS,Chennai,fashion,10,2191.22,38526.95,36335.729999999996,11,0,0
101306,1445,purchase,mobile,Delhi,travel,11,4261.14,71373.41,67112.27,10,0,0
101307,1829,cash_in,mobile,Delhi,grocery,23,238.69,54370.17,54131.479999999996,5,0,0
101308,1349,payment,ATM,Delhi,fashion,1,5886.03,32766.6,26880.57,2,0,0
101309,1606,payment,POS,Chennai,electronics,18,1143.89,47096.22,45952.33,11,0,0
101310,1663,purchase,web,Delhi,utility,4,4849.79,29213.2,24363.41,3,0,0
101311,1822,transfer,mobile,Bangalore,grocery,10,1540.52,51288.44,49747.920000000006,4,0,0
101312,1136,cash_in,ATM,Hyderabad,utility,22,8064.7,44317.93,36253.23,10,0,0
101313,1758,cash_in,ATM,Hyderabad,grocery,18,100.0,37029.43,36929.43,6,0,0
101314,1898,purchase,POS,Delhi,fashion,6,4292.64,23297.95,19005.31,6,0,0
101315,1242,purchase,POS,Hyderabad,fashion,20,6398.52,38123.33,31724.81,2,0,0
101316,1542,transfer,mobile,Hyderabad,travel,21,5897.21,47291.0,41393.79,2,0,0
101317,1039,transfer,ATM,Delhi,grocery,5,1882.92,44419.99,42537.07,9,0,0
101318,1228,payment,web,Delhi,electronics,10,650.64,28697.69,28047.05,2,0,0
101319,1547,cash_in,ATM,Bangalore,fashion,13,6953.48,50321.21,43367.729999999996,2,0,0
101320,1919,cash_in,web,Mumbai,travel,3,4690.82,35216.99,30526.17,3,0,0
101321,1222,purchase,web,Chennai,fashion,7,2320.7,63828.35,61507.65,9,0,0
101322,1005,payment,mobile,Delhi,utility,8,7044.49,66036.94,58992.450000000004,6,0,0
101323,1321,cash_in,ATM,Delhi,fashion,1,3593.24,46143.82,42550.58,11,0,0
101324,1467,payment,web,Hyderabad,grocery,10,3356.55,73641.89,70285.34,6,0,0
101325,1731,payment,POS,Bangalore,travel,19,2833.3,47885.55,45052.25,10,1,0
101326,1074,purchase,web,Hyderabad,grocery,21,3101.36,30492.64,27391.28,5,1,0
101327,1003,payment,POS,Delhi,electronics,6,3011.25,67778.42,64767.17,7,0,0
101328,1846,transfer,POS,Delhi,electronics,3,5820.77,74211.72,68390.95,11,0,0
101329,1645,transfer,ATM,Hyderabad,fashion,23,8876.59,64919.34,56042.75,4,0,0
101330,1117,cash_out,POS,Delhi,travel,13,1508.18,38542.27,37034.09,10,1,0
101331,1880,purchase,web,Mumbai,travel,23,4147.48,31469.55,27322.07,10,0,0
101332,1605,cash_out,POS,Chennai,travel,0,4589.87,44745.56,40155.689999999995,3,0,0
